ID,author,text_all,title_key_lower,KA_key_lower,organ_type,checked,major_organ
5825,Sethu P and Haglund TA and Rogers AJ and Chen H and Porterfield J and Balentine CJ,"Growing Human Parathyroids in a Microphysiological System: A Novel Approach to Understanding and Developing New Treatments for Hyperparathyroidism.; Engineered tissue and Organoid and Parathyroid and Pseudogland; We developed a novel model for studying hyperparathyroidism by growing ex vivo 3-dimensional human parathyroids as part of a microphysiological system (MPS) that mimics human physiology. The purpose of this study was to validate the parathyroid portion of the MPS. We prospectively collected parathyroid tissue from 46 patients with hyperparathyroidism for growth into pseudoglands. We evaluated pseudogland architecture and calcium responsiveness. Following 2 weeks in culture, dispersed cells successfully coalesced into pseudoglands 500-700 m in diameter that mimicked the appearance of normal parathyroid glands. Functionally, they also appeared similar to intact parathyroids in terms of organization and calcium-sensing receptor expression. Immunohistochemical staining for calcium-sensing receptor revealed 240-450/cell units of mean fluorescence intensity within the pseudoglands. Finally, the pseudoglands showed varying levels of calcium responsiveness, indicated by changes in parathyroid hormone (PTH) levels. In summary, we successfully piloted the development of a novel MPS for studying the effects of hyperparathyroidism on human organ systems. We are currently evaluating the effect of PTH on adverse remodeling of tissue engineered cardiac, skeletal, and bone tissue within the MPS.",NA,engineered tissue and organoid and parathyroid and pseudogland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,parathyroid,OK,
5858,Zhu S and Soutto M and Chen Z and Blanca Piazuelo M and Kay Washington M and Belkhiri A and Zaika A and Peng D and El-Rifai W,"Activation of IGF1R by DARPP-32 promotes STAT3 signaling in gastric cancer cells.; NA; Dopamine and cAMP-regulated phosphoprotein, Mr 32000 (DARPP-32), is frequently overexpressed in early stages of gastric cancers. We utilized in vitro assays, 3D gastric gland organoid cultures, mouse models, and human tissue samples to investigate the biological and molecular impact of DARPP-32 on activation of IGF1R and STAT3 signaling and gastric tumorigenesis. DARPP-32 enhanced phosphorylation of IGF1R (Y1135), a step that was critical for STAT3 phosphorylation at Y705, nuclear localization, and transcription activation. By using proximity ligation and co-immunoprecipitation assays, we found that IGF1R and DARPP-32 co-existed in the same protein complex. Binding of DARPP-32 to IGF1R promoted IGF1R phosphorylation with subsequent activation of downstream SRC and STAT3. Analysis of gastric tissues from the TFF1 knockout (KO) mouse model of gastric neoplasia, demonstrated phosphorylation of STAT3 in the early stages of gastric tumorigenesis. By crossing the TFF1 KO mice with DARPP-32 (DP) knockout (KO) mice, that have normal stomach, we obtained double knockout (TFF1 KO/DP KO). The gastric mucosa from the double KO mice did not show phosphorylation of IGF1R or STAT3. In addition, the TFF1 KO/DP KO mice had a significant delay in developing neoplastic gastric lesions. Analysis of human gastric cancer tissue microarrays, showed high levels of DARPP-32 and positive immunostaining for nuclear STAT3 in cancer tissues, as compared to non-cancer histologically normal tissues. In summary, the DARPP-32-IGF1R signaling axis plays a key role in regulating the STAT3 signaling, a critical step in gastric tumorigenesis.",NA,"na;  we utilized in vitro assays, 3d gastricgland organoid cultures, mouse models, and human tissue samples to investigate the biological and molecular impact of darpp-32 on activation of igf1r and stat3 signaling and gastric tumorigenesis.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",gastric gland,OK,
5870,Basu A and Rothermund K and Ahmed MN and Syed-Picard FN,"Self-Assembly of an Organized Cementum-Periodontal Ligament-Like Complex Using Scaffold-Free Tissue Engineering.; organoid and periodontal ligament stem cells and periodontal regeneration and periodontium and self-assembly and tissue engineering; A major challenge in regenerating periodontal tissues is emulating its complex structure containing both mineralized and soft tissues. In this study, scaffold-free tissue constructs engineered using periodontal ligament cells (PDLCs), which contain a population of adult stem/progenitor cells, self-assembled into an organized multi-tissue structure comprising a mineralized cementum-like core enclosed within a periodontal ligament (PDL)-like tissue. Scaffold-free engineered constructs were formed by culturing human PDLCs to form a cell sheet on six-well dishes containing two minutien pins placed 7 mm apart. The cell sheet was contracted by the cells to roll into the pins forming a cylindrical construct anchored on either end by the pins. These tissues were approximately 1 mm in diameter and 7 mm long and contained only the cells and their endogenous matrix. These scaffold-free engineered constructs exhibited two structurally distinct tissues, one in the center of the construct and another on the periphery. The center tissue was mineralized and expressed alkaline phosphatase and bone sialoprotein, similar to cementum. The peripheral tissue was not calcified and expressed periodontal ligament-associated protein-1 and periostin, which is characteristic of the periodontal ligament. This tissue organization was seen after in vitro culture and maintained in vivo following subcutaneous implantation in immunocompromised mice. These data demonstrate that scaffold-free tissue engineering facilitates PDLCs to self-assemble into an organized cementum-PDL-like complex. These engineered tissues could be used as implantable grafts to regenerate damaged periodontal tissues or as model systems to study PDLC biology and mechanisms driving organized tissue assembly within the periodontium.",NA,organoid and periodontal ligament stem cells and periodontal regeneration and periodontium and self-assembly and tissue engineering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,periodontium,OK,
5946,Votanopoulos KI and Mazzocchi A and Sivakumar H and Forsythe S and Aleman J and Levine EA and Skardal A,"Appendiceal Cancer Patient-Specific Tumor Organoid Model for Predicting Chemotherapy Efficacy Prior to Initiation of Treatment: A Feasibility Study.; NA; INTRODUCTION: We have hypothesized that biofabrication of appendiceal tumor organoids allows for a more personalized clinical approach and facilitates research in a rare disease. METHODS: Appendiceal cancer specimens obtained during cytoreduction with hyperthermic intraperitoneal chemotherapy procedures (CRS/HIPEC) were dissociated and incorporated into an extracellular matrix-based hydrogel system as three-dimensional (3D), patient-specific tumor organoids. Cells were not sorted, preserving tumor heterogeneity, including stroma and immune cell components. Following establishment of organoid sets, chemotherapy drugs were screened in parallel. Live/dead staining and quantitative metabolism assays recorded which chemotherapies were most effective in killing cancer cells for a specific patient. Maintenance of cancer phenotypes were confirmed by using immunohistochemistry. RESULTS: Biospecimens from 12 patients were applied for organoid development between November 2016 and May 2018. Successful establishment rate of viable organoid sets was 75% (9/12). Average time from organoid development to chemotherapy testing was 7 days. These tumors included three high-grade appendiceal (HGA) and nine low-grade appendiceal (LGA) primaries obtained from sites of peritoneal metastasis. All tumor organoids were tested with chemotherapeutic agents exhibited responses that were either similar to the patient response or within the variability of the expected clinical response. More specifically, HGA tumor organoids derived from different patients demonstrated variable chemotherapy tumor-killing responses, whereas LGA organoids tested with the same regimens showed no response to chemotherapy. One LGA set of organoids was immune-enhanced with cells from a patient-matched lymph node to demonstrate feasibility of a symbiotic 3D reconstruction of a patient matched tumor and immune system component. CONCLUSIONS: Development of 3D appendiceal tumor organoids is feasible even in low cellularity LGA tumors, allowing for individual patient tumors to remain viable for research and personalized drug screening.",appendiceal cancer patient-specific tumor organoid model for predicting chemotherapy efficacy prior to initiation of treatment: a feasibility study.,"na; introduction: we have hypothesized that biofabrication of appendiceal tumor organoid allows for a more personalized clinical approach and facilitates research in a rare disease.;  methods: appendiceal cancer specimens obtained during cytoreduction with hyperthermic intraperitoneal chemotherapy procedures (crs/hipec) were dissociated and incorporated into an extracellular matrix-based hydrogel system as three-dimensional (3d), patient-specific tumor organoid.;  following establishment of organoid sets, chemotherapy drugs were screened in parallel.;  results: biospecimens from 12 patients were applied for organoid development between november 2016 and may 2018.;  successful establishment rate of viable organoid sets was 75% (9/12).;  average time from organoid development to chemotherapy testing was 7 days.;  all tumor organoid were tested with chemotherapeutic agents exhibited responses that were either similar to the patient response or within the variability of the expected clinical response.;  more specifically, hga tumor organoid derived from different patients demonstrated variable chemotherapy tumor-killing responses, whereas lga organoid tested with the same regimens showed no response to chemotherapy.;  one lga set of organoid was immune-enhanced with cells from a patient-matched lymphnode to demonstrate feasibility of a symbiotic 3d reconstruction of a patient matched tumor and immune system component.;  conclusions: development of 3d appendiceal tumor organoid is feasible even in low cellularity lga tumors, allowing for individual patient tumors to remain viable for research and personalized drug screening.; ; ; ; ; ; ; ; ; ; ",appendix,OK,
5947,Broda TR and McCracken KW and Wells JM,"Generation of human antral and fundic gastric organoids from pluripotent stem cells.; NA; The human stomach contains two primary domains: the corpus, which contains the fundic epithelium, and the antrum. Each of these domains has distinct cell types and functions, and therefore each presents with unique disease pathologies. Here, we detail two protocols to differentiate human pluripotent stem cells (hPSCs) into human gastric organoids (hGOs) that recapitulate both domains. Both protocols begin with the differentiation of hPSCs into definitive endoderm (DE) using activin A, followed by the generation of free-floating 3D posterior foregut spheroids using FGF4, Wnt pathway agonist CHIR99021 (CHIR), BMP pathway antagonist Noggin, and retinoic acid. Embedding spheroids in Matrigel and continuing 3D growth in epidermal growth factor (EGF)-containing medium for 4 weeks results in antral hGOs (hAGOs). To obtain fundic hGOs (hFGOs), spheroids are additionally treated with CHIR and FGF10. Induced differentiation of acid-secreting parietal cells in hFGOs requires temporal treatment of BMP4 and the MEK inhibitor PD0325901 for 48 h on protocol day 30. In total, it takes ~34 d to generate hGOs from hPSCs. To date, this is the only approach that generates functional human differentiated gastric cells de novo from hPSCs.",generation of human antral and fundic gastric organoid from pluripotent stem cells.,"na;  here, we detail two protocols to differentiate human pluripotent stem cells (hpscs) into human gastric organoid (hgos) that recapitulate both domains.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",gastric fundus,OK,
5970,Diao J and Liu J and Wang S and Chang M and Wang X and Guo B and Yu Q and Yan F and Su Y and Wang Y,"Sweat gland organoids contribute to cutaneous wound healing and sweat gland regeneration.; NA; Sweat glands perform a vital thermoregulatory function in mammals. Like other skin components, they originate from epidermal progenitors. However, they have low regenerative potential in response to injury. We have established a sweat gland culture and expansion method using 3D organoids cultures. The epithelial cells derived from sweat glands in dermis of adult mouse paw pads were embedded into Matrigel and formed sweat gland organoids (SGOs). These organoids maintained remarkable stem cell features and demonstrated differentiation capacity to give rise to either sweat gland cells (SGCs) or epidermal cells. Moreover, the bipotent SGO-derived cells could be induced into stratified epidermis structures at the air-liquid interface culture in a medium tailored for skin epidermal cells in vitro. The SGCs embedded in Matrigel tailored for sweat glands formed epithelial organoids, which expressed sweat-gland-specific markers, such as cytokeratin (CK) 18 and CK19, aquaporin (AQP) 5 and ATP. More importantly, they had potential of regeneration of epidermis and sweat gland when they were transplanted into the mouse back wound and claw pad with sweat gland injury, respectively. In summary, we established and optimized culture conditions for effective generation of mouse SGOs. These cells are candidates to restore impaired sweat gland tissue as well as to improve cutaneous skin regeneration.",sweatgland organoid contribute to cutaneous wound healing and sweatgland regeneration.,"na;  we have established a sweatgland culture and expansion method using 3d organoid cultures.;  the epithelial cells derived from sweatgland in dermis of adult mouse paw pads were embedded into matrigel and formed sweatgland organoid (sgos).;  these organoid maintained remarkable stem cell features and demonstrated differentiation capacity to give rise to either sweatgland cells (sgcs) or epidermal cells.;  the sgcs embedded in matrigel tailored for sweatgland formed epithelial organoid, which expressed sweatgland-specific markers, such as cytokeratin (ck) 18 and ck19, aquaporin (aqp) 5 and atp.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",sweat gland,OK,
6033,Shiota J and Zaki NHM and Merchant JL and Samuelson LC and Razumilava N,"Generation of Organoids from Mouse Extrahepatic Bile Ducts.; NA; Cholangiopathies, which affect extrahepatic bile ducts (EHBDs), include biliary atresia, primary sclerosing cholangitis, and cholangiocarcinoma. They have no effective therapeutic options. Tools to study EHBD are very limited. Our purpose was to develop an organ-specific, versatile, adult stem cell-derived, preclinical cholangiocyte model that can be easily generated from wild type and genetically engineered mice. Thus, we report on the novel technique of developing an EHBD organoid (EHBDO) culture system from adult mouse EHBDs. The model is cost-efficient, able to be readily analyzed, and has multiple downstream applications. Specifically, we describe the methodology of mouse EHBD isolation and single cell dissociation, organoid culture initiation, propagation, and long-term maintenance and storage. This manuscript also describes EHBDO processing for immunohistochemistry, fluorescent microscopy, and mRNA abundance quantitation by real-time quantitative reverse transcription polymerase chain reaction (qRT-PCR). This protocol has significant advantages in addition to producing EHBD-specific organoids. The use of a conditioned medium from L-WRN cells significantly reduces the cost of this model. The use of mouse EHBDs provides almost unlimited tissue for culture generation, unlike human tissue. Generated mouse EHBDOs contain a pure population of epithelial cells with markers of endodermal progenitor and differentiated biliary cells. Cultured organoids maintain homogenous morphology through multiple passages and can be recovered after a long-term storage period in liquid nitrogen. The model allows for the study of biliary progenitor cell proliferation, can be manipulated pharmacologically, and may be generated from genetically engineered mice. Future studies are needed to optimize culture conditions in order to increase plating efficiency, evaluate functional cell maturity, and direct cell differentiation. Development of co-culture models and a more biologically neutral extracellular matrix are also desirable.",generation of organoid from mouse extrahepatic bileduct.,"na;  thus, we report on the novel technique of developing an ehbd organoid (ehbdo) culture system from adult mouse ehbds.;  specifically, we describe the methodology of mouse ehbd isolation and single cell dissociation, organoid culture initiation, propagation, and long-term maintenance and storage.;  this protocol has significant advantages in addition to producing ehbd-specific organoid.;  cultured organoid maintain homogenous morphology through multiple passages and can be recovered after a long-term storage period in liquid nitrogen.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",extrahepatic bile duct,OK,
6137,Okuda S and Takata N and Hasegawa Y and Kawada M and Inoue Y and Adachi T and Sasai Y and Eiraku M,"Strain-triggered mechanical feedback in self-organizing optic-cup morphogenesis.; NA; Organogenesis is a self-organizing process of multiple cells in three-dimensional (3D) space, where macroscopic tissue deformations are robustly regulated by multicellular autonomy. It is clear that this robust regulation requires cells to sense and modulate 3D tissue formation across different scales, but its underlying mechanisms are still unclear. To address this question, we developed a versatile computational model of 3D multicellular dynamics at single-cell resolution and combined it with the 3D culture system of pluripotent stem cell-derived optic-cup organoid. The complementary approach enabled quantitative prediction of morphogenesis and its corresponding verification and elucidated that the macroscopic 3D tissue deformation is fed back to individual cellular force generations via mechanosensing. We hereby conclude that mechanical force plays a key role as a feedback regulator to establish the robustness of organogenesis.",NA,"na;  to address this question, we developed a versatile computational model of 3d multicellular dynamics at single-cell resolution and combined it with the 3d culture system of pluripotent stem cell-derived opticcup organoid.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",optic cup,OK,
6185,"Liew, L.J. and Chen, L.Q. and Wang, A.Y. and Von Unge, M. and Atlas, M.D. and Dilley, R.J.","Tympanic Membrane Derived Stem Cell-Like Cultures for Tissue Regeneration; culture well inserts;  cytokeratin 19;  epidermal stem cells;  explant culture;  integrin b1;  tympanic membrane; Epidermal cells with stem cell-like characteristics have been identified in the tympanic membrane (TM) and localized specifically to the umbo and annulus regions. While they have been proposed to play a role in the regeneration of both acute and chronic TM perforations, evidence for the mechanism and regulation of their contribution is not yet described. Indeed, the behavior of these putative stem cells is largely unknown, in part due to a lack of refined methods for efficient cell isolation. In this study, we compared different explant techniques using normal and perforated rat TM tissues and investigated their ex vivo characteristics. TM after perforation in vivo showed increased staining for epidermal stem cell markers integrin 1 and cytokeratin (CK) 19, and for proliferation Ki-67, indicating activation of the proliferative centers. A mixed population of fibroblasts and epithelial cells were isolated from explant cultures. Excised TM umbo implanted on a culture well insert was the most effective technique. Explants made from perforated TM produced cells before those from unperforated TM. More importantly, the implanted TM umbo organoid was capable of producing cells in a continuous manner, allowing subsequent harvest using trypsin. Primary rat TM epithelial cell cultures positive for pancytokeratin had colony forming activity and could be enriched for CK 19-positive cells that were capable of culture expansion by proliferation and cell migration when subject to a wound assay. Taken together, trauma to the TM activated the proliferative centers and prompted early cell production from TM umbo organoid cultures, which produced TM stem cell-like cultures that proved suitable for tissue engineering of the TM.  ",NA,"na;  more importantly, the implanted tm umbo organoid was capable of producing cells in a continuous manner, allowing subsequent harvest using trypsin.;  taken together, trauma to the tm activated the proliferative centers and prompted early cell production from tm umbo organoid cultures, which produced tm stem cell-like cultures that proved suitable for tissue engineering of the tm.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",umbo,OK,
6323,Nonaka D. and Papaxoinis G. and Lamarca A. and Fulford P. and Valle J. and Chakrabarty B.,"A study of appendiceal crypt cell adenocarcinoma (so-called goblet cell carcinoid and its related adenocarcinoma); NA; Goblet cell carcinoids (GCCs) of the appendix are rare tumors, characterized by a carcinoid-like organoid growth pattern. Despite the term carcinoid, neuroendocrine features are inconspicuous, and its behavior is distinct from carcinoid. Its high-grade counterpart is designated as adenocarcinoma ex GCC. We conducted a retrospective study of 105 tumors to find prognostic values of a variety of clinicopathologic features. The tumors were subclassified as low grade, equivalent to classic type, and high grade, defined as loss of organoid pattern, and a proportion (%) of low and high grades were documented in each tumor. Correlations between survival and various clinicopathologic parameters were investigated. One-third were pure low grade, while the remainder contained variable high-grade component ranging from 5% to 95%. Neuroendocrine cell component ranged from 0% to 90% (median, 5), while mucus cell component ranged from 5% to 100% (median, 70). By univariate analysis, size, stage, high-grade component, nuclear grade, surgery, and chemotherapy correlated with cancer-related survival (CSS), and by multivariate analysis, stage (P =.001), high-grade component (P =.008), and tumor size (P =.005) correlated with CSS. There was significant difference in CSS when the cases were grouped by high-grade component: <40%, 40% to 90%, and <=90% (P <.001). Our results indicate that staging and proportion of high-grade histology may provide important prognostic information. Neuroendocrine component was insignificant in both low- and high-grade areas. In light of our findings, this tumor type is best regarded as a variant of adenocarcinoma, and the term crypt cell adenocarcinoma more appropriately reflects the nature and origin of this tumor group.",NA,"na; goblet cell carcinoids (gccs) of the appendix are rare tumors, characterized by a carcinoid-like organoid growth pattern.;  the tumors were subclassified as low grade, equivalent to classic type, and high grade, defined as loss of organoid pattern, and a proportion (%) of low and high grades were documented in each tumor.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",appendix,unidentified,unidentified
6382,Gupta AC and Chawla S and Hegde A and Singh D and Bandyopadhyay B and Lakshmanan CC and Kalsi G and Ghosh S,"Establishment of an in vitro organoid model of dermal papilla of human hair follicle.; hair follicle and in vitro model and organold; Human hair dermal papilla (DP) cells are specialized mesenchymal cells that play a pivotal role in hair regeneration and hair cycle activation. The current study aimed to first develop three-dimensional (3D) DP spheroids (DPS) with or without a silk-gelatin (SG) microenvironment, which showed enhanced DP-specific gene expression, resulting in enhanced extracellular matrix (ECM) production compared with a monolayer culture. We tested the feasibility of using this DPS model for drug screening by using minoxidil, which is a standard drug for androgenic alopecia. Minoxidil-treated DPS showed enhanced expression of growth factors and ECM proteins. Further, an attempt has been made to establish an in vitro 3D organoid model consisting of DPS encapsulated by SG hydrogel and hair follicle (HF) keratinocytes and stem cells. This HF organoid model showed the importance of structural features, cell-cell interaction, and hypoxia akin to in vivo HF. The study helped to elucidate the molecular mechanisms to stimulate cell proliferation, cell viability, and elevated expression of HF markers as well as epithelial-mesenchymal crosstalks, demonstrating high relevance to human HF biology. This simple in vitro DP organoid model system has the potential to provide significant insights into the underlying mechanisms of HF morphogenesis, distinct molecular signals relevant to different stages of the hair cycle, and hence can be used for controlled evaluation of the efficacy of new drug molecules.",establishment of an in vitro organoid model of dermal papilla of human hair follicle.,"na;  further, an attempt has been made to establish an in vitro 3d organoid model consisting of dps encapsulated by sg hydrogel and hair follicle (hf) keratinocytes and stem cells.;  this hf organoid model showed the importance of structural features, cell-cell interaction, and hypoxia akin to in vivo hf.;  this simple in vitro dp organoid model system has the potential to provide significant insights into the underlying mechanisms of hf morphogenesis, distinct molecular signals relevant to different stages of the hair cycle, and hence can be used for controlled evaluation of the efficacy of new drug molecules.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",dermal papilla,OK,
6560,Hernandez-Ayuso I. and Rodriguez-Reyes A.A. and Rios y Valles-Valles D. and Kawakami-Campos P.A. and Herrera Cifuentes S.L.,"Just another metastatic carcinoid tumour to the uveal tract; NA; We describe the clinic, image, and histopathologic features of a well differentiated neuroendocrine carcinoma (carcinoid tumour) metastatic to choroid and ciliary body in a 52-year-old Mexican Mestizo man. The ophthalmologic examination showed an inferior choroidal mass accompanied by exudative retinal detachment. Ultrasound B-Scan study revealed a diffuse thickened choroid with overlying serous retinal detachment, ultrasound A-Scan revealed a high internal reflectivity solid lesion. Ultrasound biomicroscopy (UBM) evidenced a dome shaped ciliary body mass, presumptive diagnosis was uveal tract metastatic disease. Scleral flap choroidal incisional biopsy was performed. Microscopic evaluation demonstrated a hypercellular lesion replacing choroid, composed by cohesive oval-round cells with finely granular chromatin arranged in organoid pattern. Immunohistochemical reactions were Pankeratin AE1/AE3 (+), Cytokeratin CK5/6 (+), Chromogranin A (+), Ki67 (20%), typical well differentiated neuroendocrine carcinoma (carcinoid tumour) was diagnosed. Patient had a mediastinal carcinoid diagnosed 3 years earlier. Metastatic cancer to the eye is perhaps the leading cause of intraocular tumour, despite this fact metastases are rarely seen by the ophthalmologist while the patient is alive. Intraocular metastasis should be considered in the presence of ciliary body or/and choroidal amelanotic or pigmented mass and serous retinal detachment in a patient with history of carcinoid tumor, althought its low frequency (2.2%).",NA,"na;  microscopic evaluation demonstrated a hypercellular lesion replacing choroid, composed by cohesive oval-round cells with finely granular chromatin arranged in organoid pattern.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",choroid,unidentified,unidentified
6852,Kalabusheva E. and Terskikh V. and Vorotelyak E.,"Hair germ model in vitro via human postnatal keratinocyte-dermal papilla interactions: Impact of hyaluronic acid; NA; Hair follicle (HF) reconstruction in vitro is a promising field in alopecia treatment and human HF development research. Here, we combined postnatal human dermal papilla (DP) cells and skin epidermal keratinocytes (KCs) in a hanging drop culture to develop an artificial HF germ. The method is based on DP cell hair-inducing properties and KC self-organization. We evaluated two protocols of aggregate assembling. Mixed HF germ-like structures demonstrated the initiation of epithelial-mesenchymal interaction, including WNT pathway activation and expression of follicular markers. We analyzed the influence of possible DP cell niche components including soluble factors and extracellular matrix (ECM) molecules in the process of the organoid assembling and growth. Our results demonstrated that soluble factors had little impact on HF germ generation and Ki67+ cell score inside the organoids although BMP6 and VD3 maintained effectively the DP identity in the monolayer culture. Aggrecan, biglycan, fibronectin, and hyaluronic acid (HA) significantly stimulated cell proliferation in DP cell monolayer culture without any effect on DP cell identity. Most of ECM compounds prevented the formation of cell aggregates while HA promoted the formation of larger organoids. In conclusion, our model could be suitable to study cell-cell and cell-niche interactions during HF reconstruction in vitro.",NA,na;  we analyzed the influence of possible dp cell niche components including soluble factors and extracellular matrix (ecm) molecules in the process of the organoid assembling and growth.;  our results demonstrated that soluble factors had little impact on hf germ generation and ki67+ cell score inside the organoid although bmp6 and vd3 maintained effectively the dp identity in the monolayer culture.;  most of ecm compounds prevented the formation of cell aggregates while ha promoted the formation of larger organoid.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,dermal papilla,OK,
6935,"Liew, L.J. and Day, R.M. and Dilley, R.J.","Tympanic membrane organ culture using cell culture well inserts engrafted with tympanic membrane tissue explants; Explant culture;  Silk fibroin;  Tympanic membrane; Tissue engineering approaches using growth factors and various materials for repairing chronic perforations of the tympanic membrane are being developed, but there are surprisingly few relevant tissue culture models available to test new treatments. Here, we present a simple three-dimensional model system based on micro-dissecting the rat tympanic membrane umbo and grafting it into the membrane of a cell culture well insert. Cell outgrowth from the graft produced sufficient cells to populate a membrane of similar surface area to the human tympanic membrane within 2 weeks. Tissue grafts from the annulus region also showed cell outgrowth but were not as productive. The umbo organoid supported substantial cell proliferation and migration under the influence of keratinocyte growth medium. Cells from umbo grafts were enzymatically harvested from the polyethylene terephthalate (PET) membrane for expansion in routine culture and cells could be harvested consecutively from the same graft over multiple cycles. We used harvested cells to test cell migration properties and to engraft a porous silk scaffold material as proof-of-principle for tissue engineering applications. This model is simple enough to be widely adopted for tympanic membrane regeneration studies and has promise as a tissue-equivalent model alternative to animal testing.  2017, Eaton Publishing Company. All rights reserved.",NA,na;  the umbo organoid supported substantial cell proliferation and migration under the influence of keratinocyte growth medium.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,umbo,OK,
7077,Kochall S and Thepkaysone ML and Garca SA and Betzler AM and Weitz J and Reissfelder C and Schlch S,"Isolation of Circulating Tumor Cells in an Orthotopic Mouse Model of Colorectal Cancer.; NA; Despite the advantages of easy applicability and cost-effectiveness, subcutaneous mouse models have severe limitations and do not accurately simulate tumor biology and tumor cell dissemination. Orthotopic mouse models have been introduced to overcome these limitations; however, such models are technically demanding, especially in hollow organs such as the large bowel. In order to produce uniform tumors which reliably grow and metastasize, standardized techniques of tumor cell preparation and injection are critical. We have developed an orthotopic mouse model of colorectal cancer (CRC) which develops highly uniform tumors and can be used for tumor biology studies as well as therapeutic trials. Tumor cells from either primary tumors, 2-dimensional (2D) cell lines or 3-dimensional (3D) organoids are injected into the cecum and, depending on the metastatic potential of the injected tumor cells, form highly metastatic tumors. In addition, CTCs can be found regularly. We here describe the technique of tumor cell preparation from both 2D cell lines and 3D organoids as well as primary tumor tissue, the surgical and injection techniques as well as the isolation of CTCs from the tumor-bearing mice, and present tips for troubleshooting.",NA,"na;  tumor cells from either primary tumors, 2-dimensional (2d) cell lines or 3-dimensional (3d organoid are injected into the cecum and, depending on the metastatic potential of the injected tumor cells, form highly metastatic tumors.;  we here describe the technique of tumor cell preparation from both 2d cell lines and 3d organoid as well as primary tumor tissue, the surgical and injection techniques as well as the isolation of ctcs from the tumor-bearing mice, and present tips for troubleshooting.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",caecum,unidentified,unidentified
7264,Zumwalde NA and Haag JD and Sharma D and Mirrielees JA and Wilke LG and Gould MN and Gumperz JE,"Analysis of Immune Cells from Human Mammary Ductal Epithelial Organoids Reveals V2+ T Cells That Efficiently Target Breast Carcinoma Cells in the Presence of Bisphosphonate.; NA; Developing strategies to enhance cancer prevention is a paramount goal, particularly given recent concerns about surgical treatment of preinvasive states such as ductal carcinoma in situ. Promoting effective immunosurveillance by leukocytes that scan for nascent neoplastic transformations represents a potential means to achieve this goal. Because most breast cancers arise within the ductal epithelium, enhancing protective immunosurveillance will likely necessitate targeting one or more of the distinctive lymphocyte types found in these sites under normal conditions. Here, we have characterized the intraepithelial lymphocyte compartment of non-cancerous human breast tissue and identified a subset of T lymphocytes that can be pharmacologically targeted to enhance their responses to breast cancer cells. Specifically, V2(+)  T cells were consistently present in preparations of mammary ductal epithelial organoids and they proliferated in response to zoledronic acid, an aminobisphosphonate drug. V2(+) T cells from breast ductal organoids produced the antitumor cytokine IFN and efficiently killed bisphosphonate-pulsed breast carcinoma cells. These findings demonstrate the potential for exploiting the ability of V2(+)  T cells to respond to FDA-approved bisphosphonate drugs as a novel immunotherapeutic approach to inhibit the outgrowth of breast cancers.",analysis of immune cells from human mammary ductal epithelial organoid reveals v2+ t cells that efficiently target breast carcinoma cells in the presence of bisphosphonate.,"na;  specifically, v2(+)  t cells were consistently present in preparations of mammary ductal epithelial organoid and they proliferated in response to zoledronic acid, an aminobisphosphonate drug.;  v2(+) t cells from breastduct organoid produced the antitumor cytokine ifn and efficiently killed bisphosphonate-pulsed breast carcinoma cells.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ",breast duct,OK,
