ID,pre_word,include
1350,minicorneal,y
1353,enterocyte,y
1356,panin,y
1370,cornea,y
1374,ihep,y
1376,masc,y
1377,cardiovascular,y
1380,nephron,y
1381,metastatic,y
1383,spheroid,y
1403,prostatic,y
1404,fundic,y
1408,lobular,y
1419,villous,y
1461,mg,y
1471,alveoli,y
1472,cns,y
1476,hair,y
1483,organ,y
1484,hpb,y
1490,blastocyst,y
1556,nonsrcc,y
1566,callus,y
1604,epitheloid,y
1610,mucociliary,y
1611,tendon,y
1621,animal,y
1626,ipscs,y
1634,pg,y
1653,tracheosphere,y
1668,tcc,y
1673,hepatostellate,y
1674,syndrome,y
1687,hse,y
1694,telencephalic,y
1732,endothelial,y
1735,mec,y
1740,ph,y
1743,organs,y
1746,embryos,y
1755,multiorgan,y
1758,tissues,y
1762,microtissue,y
1765,organoids,y
1767,placentas,y
1770,angiogenesis,y
1771,organoid,y
1772,microvessels,y
1773,hearts,y
1774,glomerulus,y
1776,metastasis,y
1784,oncology,y
1785,spheroids,y
1786,neurons,y
1787,axis,y
1788,ischemia,y
1789,microvasculature,y
1790,artery,y
1791,thrombosis,y
1792,inflammation,y
1796,microvessel,y
1797,leukemia,y
1799,alveolus,y
1800,endothelium,y
1801,choroid,y
1804,acinus,y
1805,steatohepatitis,y
1806,nvu,y
1807,enteroids,y
1809,gka,y
1810,microphysiology,y
1812,livers,y
1819,hbm,y
1820,arrhythmia,y
1821,lv,y
1822,circuits,y
1824,microaneurysm,y
1825,epitheliums,y
1826,nem,y
1827,perivascularniche,y
1828,mucus,y
1830,emn,y
1832,nephrotoxicity,y
1833,nafld,y
1835,polyp,y
1836,amnion,y
1838,glaucoma,y
1840,mesonephros,y
1841,agm,y
1844,microphysiological,y
1846,pah,y
1848,ctcs,y
1850,ln,y
1851,synovium,y
1853,aorta,y
1855,hypoxia,y
1857,physiology,y
1858,neurogenesis,y
1859,blood,y
1860,epilepsy,y
1866,wound,y
1868,tumors,y
1869,tongue,y
1870,osteoarthritis,y
1875,ovary,y
1880,sinusoid,y
1882,ccrcc,y
1883,dlbcl,y
1887,myotubes,y
1888,nvus,y
1889,nephropathy,y
1892,progeria,y
1893,microvasculatures,y
1894,vein,y
1896,synapse,y
1902,myocardium,y
1910,kidneys,y
1911,glomeruli,y
1913,axons,y
1914,musculature,y
1916,hnecs,y
1919,adipocytes,y
1924,diseases,y
1928,colonoids,y
1934,brains,y
1935,ulcer,y
1936,dfu,y
1938,multiorgans,y
1939,patients,y
1943,homeostasis,y
1944,vascularization,y
1945,cardiomyocytes,y
1947,ced,y
1956,bbbs,y
1960,embryo,y
1968,tme,y
1969,microbiota,y
1971,follicles,y
1976,hemostasis,y
1978,sinus,y
1979,lobule,y
1980,vlsll,y
1982,spine,y
1983,periodontium,y
1986,organiods,y
1991,parenchyma,y
1995,hypertonia,y
1997,microvascular,y
2000,womb,y
2003,microtissues,y
2005,guts,y
2022,enterocolitis,y
2023,bronchioles,y
2024,axon,y
17,gists,y
58,mice,n
59,elsmc,n
61,flc,y
74,her,n
77,lineage,n
81,inferred,n
82,vs,n
92,institution,n
93,deleted,n
102,nasal,y
110,rcc,y
113,hp,y
117,neurovascularized,n
119,heterotypical,n
144,ec,y
146,transwell,n
157,final,n
159,microfabricated,n
160,streamlining,n
166,ne,y
176,inefficient,n
197,confines,n
221,corpus,y
223,undergone,n
224,empowering,n
228,respiratory,y
230,abomasal,y
235,ectocervix,y
237,no,n
250,tonsillar,y
251,bph,y
252,dysplasia,n
255,reflects,n
258,dgc,y
273,rat,n
283,diabetic,n
288,iub,y
294,reveals,n
296,recorded,n
336,g0,n
337,g2,n
348,monoclonal,n
353,measure,n
355,full,n
364,standardize,n
366,capture,n
369,49,n
370,hepg2,n
386,230,n
391,em,n
397,initiated,n
409,22,n
414,asd,y
418,precursor,n
420,female,n
422,showcases,n
428,sustainable,n
448,tko,n
456,limb,y
469,designer,n
473,show,n
479,depleted,n
484,13,n
486,neuroimmune,y
493,retain,n
494,regulate,n
498,inflated,n
499,thick,n
500,decipher,n
502,disorganized,n
513,shapes,n
521,proacinar,y
524,understand,n
535,innovative,n
536,were,n
558,digested,n
578,epsilon4,n
619,stemness,n
620,composite,n
627,macrophages,y
628,papilla,y
636,intra,n
655,iset,n
1334,0,n
1424,mpm,y
1425,date,n
1430,multiregion,y
1431,git,y
1432,interpret,n
1436,nonparenchymal,y
1439,maxillofacial,n
1442,sort,n
1443,modulate,n
1444,seed,n
1446,cultivated,n
1448,dictate,n
1546,passaging,n
1547,immunolabeled,n
1561,preserved,n
1562,crlm,y
1567,germ,y
1570,blastema,y
1571,micromass,n
1574,reporting,n
1580,clc,y
1581,floating,n
1582,bronchioalveolar,y
1583,knockdown,n
1585,proposes,n
1599,horse,n
1600,equine,n
1601,infecting,n
1605,regulated,n
1613,droplet,n
1615,pseudo,n
1620,supporting,n
1627,walled,n
1630,nonengineered,n
1631,compromises,n
1646,controllable,n
1647,potentiate,n
1648,transplanting,n
1683,implying,n
1684,undesired,n
1685,200,n
1686,equivalent,n
1688,24,n
1689,cmt,y
1690,coupled,n
1691,perturbing,n
1692,vesicle,y
1693,apical,n
1695,deletion,n
1696,endometriotic,y
1697,ihuf,y
1698,hare,n
1700,gej,y
1701,advancing,n
1702,globally,n
1704,inverted,n
1705,enamel,y
1706,ms,y
1707,micropatterned,n
1708,differentiation,n
1709,medulloblastoma,y
1710,mb,y
1711,migrating,n
1712,ereg,n
1713,egf,n
1714,nb,y
1715,hepatoblast,y
1745,environment,n
1747,seeding,n
1748,avm,y
1749,airways,y
1750,omentum,y
1752,acl,y
1756,peristalsis,n
1759,glymphatics,y
1760,gvu,y
1761,impairments,n
1763,slice,n
1766,atherothrombosis,y
1768,mi,y
1769,tbi,y
1779,bbtb,y
1780,cavd,y
1782,aneurysm,y
1783,interrogate,n
1793,monolayers,y
1795,pump,y
1798,aspergillosis,n
1802,hepatocytes,y
1871,microbiome,y
1901,caf,y
1905,ebs,y
1925,chip,n
1926,obrb,y
1927,gan,n
1929,joints,y
1951,ivf,n
1972,pattern,n
1973,inhibition,n
1975,optec,y
1981,uptake,n
1992,biocircuits,y
1993,evaluation,n
2001,training,n
2002,graft,y
2009,metabolomics,n
2026,vagina,y
2027,capillaries,y
