"author","title","journal","abstract","doi","ID","database","status"
"Russo, S. and Russo, F. and Maiello, F.M. and Paolini, B. and Carrabba, A. and De Gregorio, A.","Biphasic large cell neuroendocrine carcinoma - Pure mucinous carcinoma of the gallbladder (MANEC): A unique combination","Pathologica","Introduction. We report a case of primary combined large cell neuroendocrine carcinoma (LCNEC) - pure mucinous carcinoma of the gallbladder (MANEC) - which represents the first description of this entity. Methods. The patient is a 59-year-old Italian male who underwent cholecystectomy under a preoperative diagnosis of cholecystitis with gallstones and gallbladder tumour. During laparotomy, cholecystectomy, liver wedge resection and regional lymph node dissection were performed. The resected gallbladder showed a thickened wall, gallstones and a 4 cm gelatinous, cauliflowerlike soft tissue mass. Results. Following surgery, the gallbladder tumour was diagnosed as a mixed endocrine-exocrine carcinoma. There was evidence of lymph node metastasis or direct liver invasion. The mucin-producing carcinoma was composed of poorly differentiated glandular cells with mucin lakes. The LCNEC was characterized by large cells with prominent nucleoli, coarse chromatin and a high mitotic rate. The cells showed an ""organoid"" growth pattern with rosette formation and frequent areas of necrosis. Chromogranin A, synaptophysin and CD56 were diffusely and strongly expressed. Discussion. This case may provide helpful insights regarding the histogenesis of this unusual combination of tumors: the concept of a collision tumor between two neoplasms that have arisen in adjacent areas may be the best explanation for its pathogenesis.",NA,38262,"Scopus","r"
"Russo S and Russo F and Maiello FM and Paolini B and Carrabba A and De Gregorio A","Biphasic large cell neuroendocrine carcinoma--pure mucinous carcinoma of the gallbladder (MANEC): a unique combination.","Pathologica","INTRODUCTION: We report a case of primary combined large cell neuroendocrine carcinoma (LCNEC)--pure mucinous carcinoma of the gallbladder (MANEC)--which represents the first description of this entity. METHODS: The patient is a 59-year-old Italian male who underwent cholecystectomy under a preoperative diagnosis of cholecystitis with gallstones and gallbladder tumour. During laparotomy, cholecystectomy, liver wedge resection and regional lymph node dissection were performed. The resected gallbladder showed a thickened wall, gallstones and a 4 cm gelatinous, cauliflower-like soft tissue mass. RESULTS: Following surgery, the gallbladder tumour was diagnosed as a mixed endocrine-exocrine carcinoma. There was evidence of lymph node metastasis or direct liver invasion. The mucin-producing carcinoma was composed of poorly differentiated glandular cells with mucin lakes. The LCNEC was characterized by large cells with prominent nucleoli, coarse chromatin and a high mitotic rate. The cells showed an ""organoid"" growth pattern with rosette formation and frequent areas of necrosis. Chromogranin A, synaptophysin and CD56 were diffusely and strongly expressed. DISCUSSION: This case may provide helpful insights regarding the histogenesis of this unusual combination of tumors: the concept of a collision tumor between two neoplasms that have arisen in adjacent areas may be the best explanation for its pathogenesis.",NA,19005,"PubMed","k"
"Juskalian, R.","Brain organoids","Technology Review","A new method for growing human brain cells could unlock the mysteries of dementia, mental illness, and other neurological disorders. Madeline Lancaster and JuNrgen Knoblich, Institute of Molecular Biotechnology and Rudolph Tanzi and Doo Yeon Kim, Massachusetts General Hospital have developed organoids to investigate autism, schizophrenia, and epilepsy. The cells divide, take on the characteristics of, say, the cerebellum, cluster together in layers, and start to look like the discrete three-dimensional structures of a brain. If something goes wrong along the way, which is observable as the organoids grow, scientists can look for potential causes, mechanisms, and even drug treatments.",NA,37945,"Scopus","k"
"Juskalian, Russ","Brain Organoids","TECHNOLOGY REVIEW",NA,NA,25339,"Web of Science","r"
"Muzzi, L. and Martinoia, S. and Frega, M.","Brain-on-a-chip: A human 3D model for clinical application","Studies in Health Technology and Informatics","The main goal of this research is to design, develop and implement an efficient protocol to generate 3D neural cultures derived from human induced Pluripotent Stem Cells (hiPSCs) coupled to Micro Electrode Arrays (MEA) in order to obtain an engineered and controlled brain-on-a-chip model. The use of patient specific iPSCs may offer novel insights into the pathophysiology of a large variety of disorders, including numerous neurodevelopmental and late-onset neurodegenerative conditions. With these in vitro patient specific models, we may have the possibility to test drugs and find ad hoc therapies in the direction of precision medicine.  2019 The authors and IOS Press. All rights reserved.","10.3233/978-1-61499-975-1-274",39215,"Scopus","k"
"Muzzi L and Martinoia S and Frega M","Brain-on-a-Chip: A Human 3D Model for Clinical Application.","Studies in health technology and informatics","The main goal of this research is to design, develop and implement an efficient protocol to generate 3D neural cultures derived from human induced Pluripotent Stem Cells (hiPSCs) coupled to Micro Electrode Arrays (MEA) in order to obtain an engineered and controlled brain-on-a-chip model. The use of patient specific iPSCs may offer novel insights into the pathophysiology of a large variety of disorders, including numerous neurodevelopmental and late-onset neurodegenerative conditions. With these in vitro patient specific models, we may have the possibility to test drugs and find ad hoc therapies in the direction of precision medicine.",NA,17621,"PubMed","r"
"Carranza-Rosales, Pilar and Elena Guzman-Delgado, Nancy and Edith Carranza-Torres, Irma and Viveros-Valdez, Ezequiel and Moran-Martinez, Javier","Breast Organotypic Cancer Models",NA,"Breast cancer is the most common cancer type diagnosed in women, it represents a critical public health problem worldwide, with 1,671,149 estimated new cases and nearly 571,000 related deaths. Research on breast cancer has mainly been conducted using two-dimensional (2D) cell cultures and animal models. The usefulness of these models is reflected in the vast knowledge accumulated over the past decades. However, considering that animal models are three-dimensional (3D) in nature, the validity of the studies using 2D cell cultures has recently been questioned. Although animal models are important in cancer research, ethical questions arise about their use and usefulness as there is no clear predictivity of human disease outcome and they are very expensive and take too much time to obtain results. The poor performance or failure of most cancer drugs suggests that preclinical research on cancer has been based on an over-dependence on inadequate animal models. For these reasons, in the last few years development of alternative models has been prioritized to study human breast cancer behavior, while maintaining a 3D microenvironment, and to reduce the number of experiments conducted in animals. One way to achieve this is using organotypic cultures, which are being more frequently explored in cancer research because they mimic tissue architecture in vivo. These characteristics make organotypic cultures a valuable tool in cancer research as an alternative to replace animal models and for predicting risk assessment in humans. This chapter describes the cultures of multicellular spheroids, organoids, 3D bioreactors, and tumor slices, which are the most widely used organotypic models in breast cancer research.","10.1007/82\_2018\_86",32278,"Web of Science","r"
"Carranza-Rosales P and Guzmn-Delgado NE and Carranza-Torres IE and Viveros-Valdez E and Morn-Martnez J","Breast Organotypic Cancer Models.","Current topics in microbiology and immunology","Breast cancer is the most common cancer type diagnosed in women, it represents a critical public health problem worldwide, with 1,671,149 estimated new cases and nearly 571,000 related deaths. Research on breast cancer has mainly been conducted using two-dimensional (2D) cell cultures and animal models. The usefulness of these models is reflected in the vast knowledge accumulated over the past decades. However, considering that animal models are three-dimensional (3D) in nature, the validity of the studies using 2D cell cultures has recently been questioned. Although animal models are important in cancer research, ethical questions arise about their use and usefulness as there is no clear predictivity of human disease outcome and they are very expensive and take too much time to obtain results. The poor performance or failure of most cancer drugs suggests that preclinical research on cancer has been based on an over-dependence on inadequate animal models. For these reasons, in the last few years development of alternative models has been prioritized to study human breast cancer behavior, while maintaining a 3D microenvironment, and to reduce the number of experiments conducted in animals. One way to achieve this is using organotypic cultures, which are being more frequently explored in cancer research because they mimic tissue architecture in vivo. These characteristics make organotypic cultures a valuable tool in cancer research as an alternative to replace animal models and for predicting risk assessment in humans. This chapter describes the cultures of multicellular spheroids, organoids, 3D bioreactors, and tumor slices, which are the most widely used organotypic models in breast cancer research.","10.1007/82_2018_86",18531,"PubMed","k"
"Toulis, Vasileios and Marfany, Gemma","By the Tips of Your Cilia: Ciliogenesis in the Retina and the Ubiquitin-Proteasome System",NA,"Primary cilia are microtubule-based sensory organelles that are involved in the organization of numerous key signals during development and in differentiated tissue homeostasis. In fact, the formation and resorption of cilia highly depends on the cell cycle phase in replicative cells, and the ubiquitin proteasome pathway (UPS) proteins, such as E3 ligases and deubiquitinating enzymes, promote microtubule assembly and disassembly by regulating the degradation/availability of ciliary regulatory proteins. Also, many differentiated tissues display cilia, and mutations in genes encoding ciliary proteins are associated with several human pathologies, named ciliopathies, which are multi-organ rare diseases. The retina is one of the organs most affected by ciliary gene mutations because photoreceptors are ciliated cells. Photoreception and phototransduction occur in the outer segment, a highly specialized neurosensory cilium. In this review, we focus on the function of UPS proteins in ciliogenesis and cilia length control in replicative cells and compare it with the scanty data on the identified UPS genes that cause syndromic and non-syndromic inherited retinal disorders. Clearly, further work using animal models and gene-edited mutants of ciliary genes in cells and organoids will widen the landscape of UPS involvement in ciliogenesis and cilia homeostasis.","10.1007/978-3-030-38266-7\_13",28805,"Web of Science","r"
"Toulis V and Marfany G","By the Tips of Your Cilia: Ciliogenesis in the Retina and the Ubiquitin-Proteasome System.","Advances in experimental medicine and biology","Primary cilia are microtubule-based sensory organelles that are involved in the organization of numerous key signals during development and in differentiated tissue homeostasis. In fact, the formation and resorption of cilia highly depends on the cell cycle phase in replicative cells, and the ubiquitin proteasome pathway (UPS) proteins, such as E3 ligases and deubiquitinating enzymes, promote microtubule assembly and disassembly by regulating the degradation/availability of ciliary regulatory proteins. Also, many differentiated tissues display cilia, and mutations in genes encoding ciliary proteins are associated with several human pathologies, named ciliopathies, which are multi-organ rare diseases. The retina is one of the organs most affected by ciliary gene mutations because photoreceptors are ciliated cells. Photoreception and phototransduction occur in the outer segment, a highly specialized neurosensory cilium. In this review, we focus on the function of UPS proteins in ciliogenesis and cilia length control in replicative cells and compare it with the scanty data on the identified UPS genes that cause syndromic and non-syndromic inherited retinal disorders. Clearly, further work using animal models and gene-edited mutants of ciliary genes in cells and organoids will widen the landscape of UPS involvement in ciliogenesis and cilia homeostasis.","10.1007/978-3-030-38266-7_13",22365,"PubMed","k"
"Shields C.N. and Shields C.L. and Lin C.J. and Menacker S.J. and Shields J.A.","Calcified scleral choristoma in organoid nevus syndrome simulating retinoblastoma","J Pediatr Ophthalmol Strabismus","A child referred for management of retinoblastoma who alternatively had a calcified scleral choristoma as part of previously undiagnosed organoid nevus syndrome is described. A 31-month-old male infant with scalp alopecia was referred for retinoblastoma management after a calcified mass in his left eye was found. Ophthalmic examination revealed the mass was of choroidal or scleral origin, underlying the retina. The amelanotic circumpapillary mass extended superonasally in a geographic configuration and measured 14x12 mm. There was no subretinal fluid, hemorrhage, feeder vessels, or tumor seeding. Ocular ultrasonography confirmed a homogeneous calcified intraocular mass 3.1 mm in thickness. Enhanced depth imaging optical coherence tomography revealed that the lesion was located within the sclera compressing the overlying choroidal tissue. Further evaluation disclosed cutaneous aplasia cutis congenita with nevus sebaceous of Jadassohn. Magnetic resonance imaging disclosed an arachnoid cyst of the brain. Later, optical coherence tomography revealed the mass to be in the deep choroid or within the sclera. This constellation of ocular, cutaneous, and neurological features were suggestive of organoid nevus syndrome. At the 2-year follow-up, the findings were stable. The calcified choristoma of organoid nevus syndrome, located within the sclera in this case, has distinctive clinical features that differentiate this benign tumor from retinoblastoma. Copyright 2014, SLACK Incorporated.",NA,7928,"EMBASE","r"
"Shields CN and Shields CL and Lin CJ and Menacker SJ and Shields JA","Calcified scleral choristoma in organoid nevus syndrome simulating retinoblastoma.","Journal of pediatric ophthalmology and strabismus","A child referred for management of retinoblastoma who alternatively had a calcified scleral choristoma as part of previously undiagnosed organoid nevus syndrome is described. A 31-month-old male infant with scalp alopecia was referred for retinoblastoma management after a calcified mass in his left eye was found. Ophthalmic examination revealed the mass was of choroidal or scleral origin, underlying the retina. The amelanotic circumpapillary mass extended superonasally in a geographic configuration and measured 1412 mm. There was no subretinal fluid, hemorrhage, feeder vessels, or tumor seeding. Ocular ultrasonography confirmed a homogeneous calcified intraocular mass 3.1 mm in thickness. Enhanced depth imaging optical coherence tomography revealed that the lesion was located within the sclera compressing the overlying choroidal tissue. Further evaluation disclosed cutaneous aplasia cutis congenita with nevus sebaceous of Jadassohn. Magnetic resonance imaging disclosed an arachnoid cyst of the brain. Later, optical coherence tomography revealed the mass to be in the deep choroid or within the sclera. This constellation of ocular, cutaneous, and neurological features were suggestive of organoid nevus syndrome. At the 2-year follow-up, the findings were stable. The calcified choristoma of organoid nevus syndrome, located within the sclera in this case, has distinctive clinical features that differentiate this benign tumor from retinoblastoma.","10.3928/01913913-20130107-02",14606,"PubMed","k"
"Shulimzon T.R. and Giladi S. and Zilberman M.","Catheter injectable hydrogel-based scaffolds for tissue engineering applications in lung disease","Isr. Med. Assoc. J","Background: Chronic lung diseases, especially emphysema and pulmonary fibrosis, are the third leading cause of mortality worldwide. Their treatment includes symptom alleviation, slowing of the disease progression, and ultimately organ transplant. Regenerative medicine represents an attractive alternative. Objective(s): To develop a dual approach to lung therapy by engineering a platform dedicated to both remodeling pulmonary architecture (bronchoscopic lung volume reduction) and regeneration of lost respiratory tissue (scaffold). Method(s): The authors developed a hydrogel scaffold based on the natural polymers gelatin and alginate. The unique physical properties allow its injection through long catheters that pass through the working channel of a bronchoscope. The scaffold might reach the diseased area; thus, serving a dual purpose: remodeling the lung architecture as a lung volume reduction material and developing a platform for tissue regeneration to allow for cell or organoid implant. Result(s): The authors' novel hydrogel scaffold can be injected through long catheters, exhibiting the physical and mechanical properties necessary for the dual treatment objectives. Its bio-compatibility was analyzed on human fibroblasts and mouse mesenchymal cells. Cells injected with the scaffold through long narrow catheters exhibited at least 70% viability up to 7 days. Conclusion(s): The catheter-injectable gelatin-alginate hydrogel represents a new concept, which combines tissue engineering with minimal invasive procedure. It is an inexpensive and convenient to use alternative to other types of suggested scaffolds for lung tissue engineering. This novel concept may be used for additional clinical applications in regenerative medicine.Copyright 2020 Israel Medical Association. All rights reserved.",NA,4155,"EMBASE","r"
"Shulimzon, T.R. and Giladi, S. and Zilberman, M.","Catheter injectable hydrogel-based scaffolds for tissue engineering applications in lung disease","Israel Medical Association Journal","Background: Chronic lung diseases, especially emphysema and pulmonary fibrosis, are the third leading cause of mortality worldwide. Their treatment includes symptom alleviation, slowing of the disease progression, and ultimately organ transplant. Regenerative medicine represents an attractive alternative. Objectives: To develop a dual approach to lung therapy by engineering a platform dedicated to both remodeling pulmonary architecture (bronchoscopic lung volume reduction) and regeneration of lost respiratory tissue (scaffold). Methods: The authors developed a hydrogel scaffold based on the natural polymers gelatin and alginate. The unique physical properties allow its injection through long catheters that pass through the working channel of a bronchoscope. The scaffold might reach the diseased area; thus, serving a dual purpose: remodeling the lung architecture as a lung volume reduction material and developing a platform for tissue regeneration to allow for cell or organoid implant. Results: The authors' novel hydrogel scaffold can be injected through long catheters, exhibiting the physical and mechanical properties necessary for the dual treatment objectives. Its bio-compatibility was analyzed on human fibroblasts and mouse mesenchymal cells. Cells injected with the scaffold through long narrow catheters exhibited at least 70% viability up to 7 days. Conclusions: The catheter-injectable gelatin-alginate hydrogel represents a new concept, which combines tissue engineering with minimal invasive procedure. It is an inexpensive and convenient to use alternative to other types of suggested scaffolds for lung tissue engineering. This novel concept may be used for additional clinical applications in regenerative medicine.  2020 Israel Medical Association. All rights reserved.",NA,36981,"Scopus","r"
"Shulimzon T.R. and Giladi S. and Zilberman M.","Catheter Injectable Hydrogel-Based Scaffolds for Tissue Engineering Applications in lung disease","Isr Med Assoc J","BACKGROUND: Chronic lung diseases, especially emphysema and pulmonary fibrosis, are the third leading cause of mortality worldwide. Their treatment includes symptom alleviation, slowing of the disease progression, and ultimately organ transplant. Regenerative medicine represents an attractive alternative. OBJECTIVE(S): To develop a dual approach to lung therapy by engineering a platform dedicated to both remodeling pulmonary architecture (bronchoscopic lung volume reduction) and regeneration of lost respiratory tissue (scaffold). METHOD(S): The authors developed a hydrogel scaffold based on the natural polymers gelatin and alginate. The unique physical properties allow its injection through long catheters that pass through the working channel of a bronchoscope. The scaffold might reach the diseased area; thus, serving a dual purpose: remodeling the lung architecture as a lung volume reduction material and developing a platform for tissue regeneration to allow for cell or organoid implant. RESULT(S): The authors' novel hydrogel scaffold can be injected through long catheters, exhibiting the physical and mechanical properties necessary for the dual treatment objectives. Its biocompatibility was analyzed on human fibroblasts and mouse mesenchymal cells. Cells injected with the scaffold through long narrow catheters exhibited at least 70% viability up to 7 days. CONCLUSION(S): The catheter-injectable gelatin-alginate hydrogel represents a new concept, which combines tissue engineering with minimal invasive procedure. It is an inexpensive and convenient to use alternative to other types of suggested scaffolds for lung tissue engineering. This novel concept may be used for additional clinical applications in regenerative medicine.",NA,4374,"EMBASE","r"
"Shulimzon, Tiberiu R. and Giladi, Shir and Zilberman, Meital","Catheter Injectable Hydrogel-Based Scaffolds for Tissue Engineering Applications in lung disease","ISRAEL MEDICAL ASSOCIATION JOURNAL","Background: Chronic lung diseases, especially emphysema and pulmonary fibrosis, are the third leading cause of mortality worldwide. Their treatment includes symptom alleviation, slowing of the disease progression, and ultimately organ transplant. Regenerative medicine represents an attractive alternative. Objectives: To develop a dual approach to lung therapy by engineering a platform dedicated to both remodeling pulmonary architecture (bronchoscopic lung volume reduction) and regeneration of lost respiratory tissue (scaffold). Methods: The authors developed a hydrogel scaffold based on the natural polymers gelatin and alginate. The unique physical properties allow its injection through long catheters that pass through the working channel of a bronchoscope. The scaffold might reach the diseased area; thus, serving a dual purpose: remodeling the lung architecture as a lung volume reduction material and developing a platform for tissue regeneration to allow for cell or organoid implant. Results: The authors' novel hydrogel scaffold can be injected through long catheters, exhibiting the physical and mechanical properties necessary for the dual treatment objectives. Its bio-compatibility was analyzed on human fibroblasts and mouse mesenchymal cells. Cells injected with the scaffold through long narrow catheters exhibited at least 70\% viability up to 7 days. Conclusions: The catheter-injectable gelatin-alginate hydrogel represents a new concept, which combines tissue engineering with minimal invasive procedure. It is an inexpensive and convenient to use alternative to other types of suggested scaffolds for lung tissue engineering. This novel concept may be used for additional clinical applications in regenerative medicine.",NA,29150,"Web of Science","r"
"Shulimzon TR and Giladi S and Zilberman M","Catheter Injectable Hydrogel-Based Scaffolds for Tissue Engineering Applications in lung disease.","The Israel Medical Association journal : IMAJ","BACKGROUND: Chronic lung diseases, especially emphysema and pulmonary fibrosis, are the third leading cause of mortality worldwide. Their treatment includes symptom alleviation, slowing of the disease progression, and ultimately organ transplant. Regenerative medicine represents an attractive alternative. OBJECTIVES: To develop a dual approach to lung therapy by engineering a platform dedicated to both remodeling pulmonary architecture (bronchoscopic lung volume reduction) and regeneration of lost respiratory tissue (scaffold). METHODS: The authors developed a hydrogel scaffold based on the natural polymers gelatin and alginate. The unique physical properties allow its injection through long catheters that pass through the working channel of a bronchoscope. The scaffold might reach the diseased area; thus, serving a dual purpose: remodeling the lung architecture as a lung volume reduction material and developing a platform for tissue regeneration to allow for cell or organoid implant. RESULTS: The authors' novel hydrogel scaffold can be injected through long catheters, exhibiting the physical and mechanical properties necessary for the dual treatment objectives. Its biocompatibility was analyzed on human fibroblasts and mouse mesenchymal cells. Cells injected with the scaffold through long narrow catheters exhibited at least 70% viability up to 7 days. CONCLUSIONS: The catheter-injectable gelatin-alginate hydrogel represents a new concept, which combines tissue engineering with minimal invasive procedure. It is an inexpensive and convenient to use alternative to other types of suggested scaffolds for lung tissue engineering. This novel concept may be used for additional clinical applications in regenerative medicine.",NA,18477,"PubMed","k"
"Preksha, G. and Yesheswini, R. and Srikanth, C.V.","Cell culture techniques in gastrointestinal research: Methods, possibilities and challenges","Indian Journal of Pathology and Microbiology","Cell culture is one of the most valuable tools which is being applied in both fundamental and applied gastrointestinal research. The cells are isolated from their natural location (in vivo) and further propagated in vitro or artificial environment and studied. Over the years, several methods have been devised to isolate animal cells derived from the gut and culture them in vitro to study the functions and biology in the context of complex gastrointestinal diseases. This mini-review briefly describes the types and methods of cell culture covering the simplest monoculture models to more recent 3D organoid models, highlighting its importance in personalized precession medicine and other aspects of translational research. It also throws light upon the major challenges and outlines the future directions for using cell culture as a model system.  2021 Indian Journal of Pathology and Microbiology | Published by Wolters Kluwer - Medknow.","10.4103/ijpm.ijpm_933_20",41773,"Scopus","k"
"Preksha, Gaur and Yesheswini, Rajendran and Srikanth, V, Chittur","Cell culture techniques in gastrointestinal research: Methods, possibilities and challenges","INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY","Cell culture is one of the most valuable tools which is being applied in both fundamental and applied gastrointestinal research. The cells are isolated from their natural location (in vivo) and further propagated in vitro or artificial environment and studied. Over the years, several methods have been devised to isolate animal cells derived from the gut and culture them in vitro to study the functions and biology in the context of complex gastrointestinal diseases. This mini-review briefly describes the types and methods of cell culture covering the simplest monoculture models to more recent 3D organoid models, highlighting its importance in personalized precession medicine and other aspects of translational research. It also throws light upon the major challenges and outlines the future directions for using cell culture as a model system.","10.4103/ijpm.ijpm\_933\_20",31505,"Web of Science","r"
"Mysior MM and Simpson JC","Cell3: a new vision for study of the endomembrane system in mammalian cells.","Bioscience reports","The endomembrane system of mammalian cells provides massive capacity for the segregation of biochemical reactions into discrete locations. The individual organelles of the endomembrane system also require the ability to precisely transport material between these compartments in order to maintain cell homeostasis; this process is termed membrane traffic. For several decades, researchers have been systematically identifying and dissecting the molecular machinery that governs membrane trafficking pathways, with the overwhelming majority of these studies being carried out in cultured cells growing as monolayers. In recent years, a number of methodological innovations have provided the opportunity for cultured cells to be grown as 3-dimensional (3D) assemblies, for example as spheroids and organoids. These structures have the potential to better replicate the cellular environment found in tissues and present an exciting new opportunity for the study of cell function. In this mini-review, we summarize the main methods used to generate 3D cell models and highlight emerging studies that have started to use these models to study basic cellular processes. We also describe a number of pieces of work that potentially provide the basis for adaptation for deeper study of how membrane traffic is coordinated in multicellular assemblies. Finally, we comment on some of the technological challenges that still need to be overcome if 3D cell biology is to become a mainstream tool toward deepening our understanding of the endomembrane system in mammalian cells.","10.1042/bsr20210850c",21800,"PubMed","r"
"Mysior MM and Simpson JC","Cell3: A new vision for study of the endomembrane system in mammalian cells.","Bioscience reports","The endomembrane system of mammalian cells provides massive capacity for the segregation of biochemical reactions into discrete locations. The individual organelles of the endomembrane system also require the ability to precisely transport material between these compartments in order to maintain cell homeostasis; this process is termed membrane traffic. For several decades, researchers have been systematically identifying and dissecting the molecular machinery that governs membrane trafficking pathways, with the overwhelming majority of these studies being carried out in cultured cells growing as monolayers. In recent years, a number of methodological innovations have provided the opportunity for cultured cells to be grown as 3-dimensional (3D) assemblies, for example as spheroids and organoids. These structures have the potential to better replicate the cellular environment found in tissues, and present an exciting new opportunity for the study of cell function. In this mini-review we summarise the main methods used to generate 3D cell models, and highlight emerging studies that have started to use these models to study basic cellular processes. We also describe a number of pieces of work that potentially provide the basis for adaptation for deeper study of how membrane traffic is coordinated in multicellular assemblies. Finally, we comment on some of the technological challenges that still need to be overcome if 3D cell biology is to become a mainstream tool towards deepening our understanding of the endomembrane system in mammalian cells.","10.1042/bsr20210850",18291,"PubMed","k"
"Belen D.","Cerebral organoids will play an essential role in understanding the development of the brain","Turk Neurosurg",NA,NA,7934,"EMBASE","r"
"Belen D","Cerebral organoids will play an essential role in understanding the development of the brain.","Turkish neurosurgery",NA,NA,14750,"PubMed","k"
"Peng, Weijie and Datta, Pallab and Wu, Yang and Dey, Madhuri and Ayan, Bugra and Dababneh, Amer and Ozbolat, Ibrahim T.","Challenges in Bio-fabrication of Organoid Cultures",NA,"Three-dimensional (3D) organoids have shown advantages in cell culture over traditional two-dimensional (2D) culture, and have great potential in various applications of tissue engineering. However, there are limitations in current organoid fabrication technologies, such as uncontrolled size, poor reproductively, and inadequate complexity of organoids. In this chapter, we present the existing techniques and discuss the major challenges for 3D organoid biofabrication. Future perspectives on organoid bioprinting are also discussed, where bioprinting technologies are expected to make a major contribution in organoid fabrication, such as realizing mass production and constructing complex heterotypic tissues, and thus further advance the translational application of organoids in tissue engineering and regenerative medicine as well drug testing and pharmaceutics.","10.1007/5584\_2018\_216",22948,"Web of Science","r"
"Peng W and Datta P and Wu Y and Dey M and Ayan B and Dababneh A and Ozbolat IT","Challenges in Bio-fabrication of Organoid Cultures.","Advances in experimental medicine and biology","Three-dimensional (3D) organoids have shown advantages in cell culture over traditional two-dimensional (2D) culture, and have great potential in various applications of tissue engineering. However, there are limitations in current organoid fabrication technologies, such as uncontrolled size, poor reproductively, and inadequate complexity of organoids. In this chapter, we present the existing techniques and discuss the major challenges for 3D organoid biofabrication. Future perspectives on organoid bioprinting are also discussed, where bioprinting technologies are expected to make a major contribution in organoid fabrication, such as realizing mass production and constructing complex heterotypic tissues, and thus further advance the translational application of organoids in tissue engineering and regenerative medicine as well drug testing and pharmaceutics.","10.1007/5584_2018_216",20358,"PubMed","k"
"Koltes, D.A. and Gabler, N.K.","Characterization of porcine intestinal enteroid cultures under a lipopolysaccharide challenge","Journal of Animal Science","Lipopolysaccharides (LPS) located in the outer membrane of Gram-negative bacteria are recognized by Toll-like receptor 4 (TLR4). This interaction initiates a proinflammatory response that antagonizes pig performance and increases morbidity and mortality. Understanding this signaling cascade in the gastrointestinal tract of pigs has relied heavily on cell lines isolated several decades ago. Therefore, we produced and characterized a porcine intestinal enteriod model to study the impact a LPS challenge has on TLR4 localization. Modifying protocols used to isolate porcine, murine, and human intestinal epithelial stem cells (IESC), we were able to isolate porcine IESC. After 7 to 10 d of culturing the IESC, 3-dimensional intestinal enteroid structures were identified. These intestinal enteroids were characterized via immunofluorescent markers (villin, chromogranin A, and claudin 4) and were shown to contain enterocytes and enteroendocrine cells and form tight junctions. After 14 to 16 d of culture, porcine intestinal enteroids underwent a 24-h LPS challenge (10 g/mL) to study the localization of TLR4. Control intestinal enteroids showed TLR4 disbursed throughout the cells, whereas localization was more punctate in LPS-treated intestinal enteroids. Co-staining with the early endosome marker early endosome antigen 1 showed increased internalization and colocalization of TLR4 with early endosome antigen 1 after LPS exposure (P = 0.03). In conclusion, porcine intestinal enteroids were responsive to a LPS challenge, which resulted in the internalization of TLR4 to the early endosome, and these enteroids cultures may be a viable model for understanding intestinal inflammation and receptor localization.  2016 American Society of Animal Science. All rights reserved.","10.2527/jas2015-9793",37586,"Scopus","k"
"Koltes, D. A. and Gabler, N. K.","Characterization of porcine intestinal enteroid cultures under a lipopolysaccharide challenge","JOURNAL OF ANIMAL SCIENCE","Lipopolysaccharides (LPS) located in the outer membrane of Gram-negative bacteria are recognized by Toll-like receptor 4 (TLR4). This interaction initiates a proinflammatory response that antagonizes pig performance and increases morbidity and mortality. Understanding this signaling cascade in the gastrointestinal tract of pigs has relied heavily on cell lines isolated several decades ago. Therefore, we produced and characterized a porcine intestinal enteriod model to study the impact a LPS challenge has on TLR4 localization. Modifying protocols used to isolate porcine, murine, and human intestinal epithelial stem cells (IESC), we were able to isolate porcine IESC. After 7 to 10 d of culturing the IESC, 3-dimensional intestinal enteroid structures were identified. These intestinal enteroids were characterized via immunofluorescent markers (villin, chromo-granin A, and claudin 4) and were shown to contain enterocytes and enteroendocrine cells and form tight junctions. After 14 to 16 d of culture, porcine intestinal enteroids underwent a 24-h LPS challenge (10 mu g/mL) to study the localization of TLR4. Control intestinal enteroids showed TLR4 disbursed throughout the cells, whereas localization was more punctate in LPS-treated intestinal enteroids. Co-staining with the early endosome marker early endosome antigen 1 showed increased internalization and colocalization of TLR4 with early endosome antigen 1 after LPS exposure (P = 0.03). In conclusion, porcine intestinal enteroids were responsive to a LPS challenge, which resulted in the internalization of TLR4 to the early endosome, and these enteroids cultures may be a viable model for understanding intestinal inflammation and receptor localization.","10.2527/jas.2015-9793",22891,"Web of Science","r"
